Word	FREQcount	CDcount	Spellcheck
acabas	61	53	TRUE
acabase	30	28	FALSE
acabasse	200	195	TRUE
acabassem	27	27	TRUE
acabaste	153	122	TRUE
acabava	196	183	TRUE
acabavam	35	35	TRUE
acabdo	4	3	FALSE
acabe	1647	1314	TRUE
acabei	5561	3714	TRUE
acabeio	3	3	FALSE
acabem	399	341	TRUE
acabemos	85	81	TRUE
acabes	7	7	TRUE
acabeça	3	3	FALSE
acabo	1953	1537	TRUE
acabose	3	3	FALSE
acabou	16203	7354	TRUE
acabouse	467	357	FALSE
acabála	14	12	FALSE
acabálo	14	13	FALSE
acabámos	103	92	FALSE
acabássemos	7	7	TRUE
acabávamos	22	20	TRUE
acacia	4	4	FALSE
academia	1338	717	TRUE
academias	37	30	TRUE
academicamente	15	14	TRUE
academico	4	4	FALSE
academicos	4	3	FALSE
academla	3	3	FALSE
academy	38	27	FALSE
acadia	4	3	FALSE
académica	5	5	FALSE
académico	7	6	FALSE
académicos	3	3	FALSE
acadêmia	10	6	TRUE
acadêmica	129	90	TRUE
acadêmicas	18	18	TRUE
acadêmico	156	126	TRUE
acadêmicos	98	78	TRUE
acaimar	10	10	FALSE
acaime	5	5	FALSE
acaimemse	5	4	FALSE
acaimese	45	25	FALSE
acalentado	5	4	TRUE
acalentar	4	4	TRUE
acalente	4	3	TRUE
acalma	277	242	TRUE
acalmada	5	5	TRUE
acalmado	23	23	TRUE
acalmaivos	10	7	FALSE
acalmalo	6	6	FALSE
acalmam	36	31	TRUE
acalmame	3	3	FALSE
acalmamos	11	11	TRUE
acalmando	31	30	TRUE
acalmar	1344	1143	TRUE
acalmaram	18	18	TRUE
acalmarei	12	10	TRUE
acalmarem	58	55	TRUE
acalmaria	16	16	TRUE
acalmarlhe	3	3	FALSE
acalmarme	12	9	FALSE
acalmarmos	6	6	TRUE
acalmarnos	3	3	FALSE
acalmarse	34	32	FALSE
acalmarte	4	4	FALSE
acalmará	41	41	TRUE
acalmarão	7	6	TRUE
acalmas	8	7	TRUE
acalmase	50	43	FALSE
acalmasse	13	13	TRUE
acalmassem	4	4	TRUE
acalmate	205	140	FALSE
acalmava	18	18	TRUE
acalme	714	558	TRUE
acalmea	6	6	FALSE
acalmei	30	30	TRUE
acalmem	81	76	TRUE
acalmemno	3	3	FALSE
acalmemos	4	4	TRUE
acalmemse	435	359	FALSE
acalmense	4	4	FALSE
acalmeo	8	6	FALSE
acalmeos	5	4	FALSE
acalmes	4	4	TRUE
acalmese	3075	1960	FALSE
acalmete	4	3	FALSE
acalmo	20	20	TRUE
acalmou	96	91	TRUE
acalmouse	10	10	FALSE
acalmáio	3	3	FALSE
acalmála	60	59	FALSE
acalmálas	4	4	FALSE
acalmálo	65	62	FALSE
acalmálos	29	27	FALSE
acalmãla	3	3	FALSE
acalorada	8	8	TRUE
acaloradas	3	3	TRUE
acalorado	9	9	TRUE
acalorados	3	3	TRUE
acamada	7	6	TRUE
acamado	14	13	TRUE
acamados	3	3	TRUE
acampa	12	12	TRUE
acampada	9	9	TRUE
acampadas	6	6	TRUE
acampado	32	32	TRUE
acampados	50	43	TRUE
acampam	3	3	TRUE
acampamento	2333	984	TRUE
acampamentos	143	121	TRUE
acampamos	42	38	TRUE
acampando	59	58	TRUE
acampar	426	295	TRUE
acamparam	19	18	TRUE
acamparem	3	3	TRUE
acamparemos	53	44	TRUE
acamparmos	9	9	TRUE
acampasse	3	3	TRUE
acampaste	3	3	TRUE
acampavam	4	4	TRUE
acampe	3	3	TRUE
acampei	9	9	TRUE
acampem	9	9	TRUE
acampemos	3	3	TRUE
acampo	10	10	TRUE
acampou	30	24	TRUE
acampávamos	4	4	TRUE
acanhada	14	13	TRUE
acanhado	23	22	TRUE
acanhados	4	4	TRUE
acanhamento	4	4	TRUE
acanhar	4	4	TRUE
acanhe	25	24	TRUE
acanhem	4	4	TRUE
acapulco	96	48	TRUE
acareação	15	7	TRUE
acaricia	71	65	TRUE
acariciada	9	9	TRUE
acariciadas	5	4	TRUE
acariciado	11	11	TRUE
acaricialhe	3	3	FALSE
acariciam	17	17	TRUE
acariciame	4	4	FALSE
acariciamos	4	4	TRUE
acariciando	66	60	TRUE
acariciar	116	100	TRUE
acariciaram	4	4	TRUE
acariciarem	5	5	TRUE
acariciarme	3	3	FALSE
acariciarte	4	4	FALSE
acariciasse	8	8	TRUE
acariciava	25	24	TRUE
acaricie	45	39	TRUE
acariciea	7	3	FALSE
acariciei	18	18	TRUE
acariciem	6	6	TRUE
acaricieme	5	5	FALSE
acaricieo	3	3	FALSE
acaricio	24	18	TRUE
acariciou	38	35	TRUE
acariciála	20	17	FALSE
acariciálo	17	16	FALSE
acarreta	14	14	TRUE
acarretam	3	3	TRUE
acarretar	6	5	TRUE
acarretaria	4	4	TRUE
acarretará	6	5	TRUE
acarretou	3	3	TRUE
acasa	3	3	TRUE
acasala	5	5	TRUE
acasalam	38	33	TRUE
acasalamento	114	82	TRUE
acasalamentos	4	4	TRUE
acasalamse	5	4	FALSE
acasalando	13	11	TRUE
acasalar	61	50	TRUE
acasalaram	3	3	TRUE
acasalarem	15	14	TRUE
acasalarse	7	6	FALSE
acaso	3250	2342	TRUE
acasos	5	5	TRUE
acastanhado	3	3	TRUE
acastus	36	4	FALSE
acata	6	6	TRUE
acatadas	3	3	TRUE
acatar	30	29	TRUE
acataram	3	3	TRUE
acatarei	8	7	TRUE
acatará	3	3	TRUE
acate	4	4	TRUE
acatei	4	4	TRUE
acatou	4	4	TRUE
acatálo	3	3	FALSE
acautelar	8	6	TRUE
acc	6	6	FALSE
acceso	4	4	FALSE
access	14	7	FALSE
acciona	5	4	TRUE
accionada	3	3	TRUE
accionar	8	7	TRUE
accionistas	19	10	FALSE
accionou	4	4	TRUE
accipient	12	12	FALSE
accão	17	6	FALSE
acdc	27	20	FALSE
ace	346	62	FALSE
acebolado	5	5	TRUE
aceda	3	3	TRUE
acede	3	3	TRUE
aceder	38	30	TRUE
acedeu	6	6	TRUE
acedi	7	6	TRUE
aceiere	3	3	FALSE
aceita	2138	1613	TRUE
aceitado	177	169	TRUE
aceitai	8	6	TRUE
aceitala	6	6	FALSE
aceitalo	9	9	FALSE
aceitam	336	312	TRUE
aceitame	7	7	FALSE
aceitamos	390	342	TRUE
aceitamse	3	3	FALSE
aceitando	201	187	TRUE
aceitandoo	4	4	FALSE
aceitao	22	14	FALSE
aceitar	4185	2947	TRUE
aceitara	5	5	TRUE
aceitaram	240	220	TRUE
aceitaramme	4	4	FALSE
aceitarei	220	207	TRUE
aceitarem	108	95	TRUE
aceitaremos	56	49	TRUE
aceitares	8	7	TRUE
aceitaria	473	429	TRUE
aceitariam	55	53	TRUE
aceitarias	5	5	TRUE
aceitarme	10	9	FALSE
aceitarmos	56	54	TRUE
aceitará	230	209	TRUE
aceitarás	6	6	TRUE
aceitarã	4	4	FALSE
aceitarão	75	70	TRUE
aceitaríamos	6	6	TRUE
aceitas	175	158	TRUE
aceitasse	148	141	TRUE
aceitassem	27	27	TRUE
aceitasses	3	3	TRUE
aceitaste	19	14	TRUE
aceitava	92	82	TRUE
aceitavam	25	25	TRUE
aceitaãão	5	5	FALSE
aceitação	153	139	TRUE
aceite	1390	1147	TRUE
aceitea	14	11	FALSE
aceiteas	3	3	FALSE
aceitei	545	489	TRUE
aceiteio	3	3	FALSE
aceiteis	3	3	TRUE
aceitem	118	114	TRUE
aceiteme	25	19	FALSE
aceitemno	3	3	FALSE
aceitemos	21	21	TRUE
aceitenos	5	5	FALSE
aceiteo	40	28	FALSE
aceites	24	21	TRUE
aceito	2298	1708	TRUE
aceitoo	8	8	FALSE
aceitos	76	73	TRUE
aceitote	5	4	FALSE
aceitou	968	824	TRUE
aceitoua	5	5	FALSE
aceitoume	5	4	FALSE
aceitouo	8	5	FALSE
aceitáio	3	3	FALSE
aceitála	108	103	FALSE
aceitálas	18	18	FALSE
aceitálo	154	140	FALSE
aceitálos	16	15	FALSE
aceitámos	3	3	FALSE
aceitássemos	4	4	TRUE
aceitávamos	4	4	TRUE
aceitáveis	57	48	TRUE
aceitável	283	251	TRUE
aceitãlo	6	5	FALSE
aceitãvel	7	7	FALSE
acelarar	5	5	FALSE
acelera	280	218	TRUE
acelerada	50	45	TRUE
aceleradamente	5	5	TRUE
aceleradas	6	4	TRUE
acelerado	202	131	TRUE
acelerador	220	164	TRUE
aceleradores	12	7	TRUE
acelerados	15	13	TRUE
aceleram	15	15	TRUE
aceleramos	16	16	TRUE
acelerando	112	98	TRUE
acelerar	326	289	TRUE
aceleraram	6	6	TRUE
aceleraria	11	11	TRUE
acelerarmos	5	4	TRUE
acelerará	4	4	TRUE
acelerasse	3	3	TRUE
acelerassem	3	3	TRUE
acelerava	9	9	TRUE
aceleraãão	9	9	FALSE
aceleração	134	106	TRUE
acelere	205	158	TRUE
acelerei	6	6	TRUE
acelerem	29	24	TRUE
acelero	5	5	TRUE
acelerou	50	48	TRUE
acelga	3	3	TRUE
acena	59	53	TRUE
acenado	3	3	TRUE
acenam	8	8	TRUE
acenamos	6	6	TRUE
acenando	134	119	TRUE
acenar	107	93	TRUE
acenaram	8	6	TRUE
acenaremos	3	3	TRUE
acenaria	5	4	TRUE
acenará	3	3	TRUE
acenasse	3	3	TRUE
acenava	14	14	TRUE
acenavam	3	3	TRUE
acenda	523	439	TRUE
acendaa	3	3	FALSE
acendam	114	99	TRUE
acendame	3	3	FALSE
acendao	10	8	FALSE
acendas	5	5	TRUE
acende	286	247	TRUE
acendea	3	3	FALSE
acendedor	23	20	TRUE
acendem	55	48	TRUE
acendeme	3	3	FALSE
acendemos	45	45	TRUE
acendendo	84	77	TRUE
acendeo	8	7	FALSE
acender	795	633	TRUE
acenderam	49	45	TRUE
acenderamse	5	5	FALSE
acenderei	23	22	TRUE
acenderem	8	8	TRUE
acenderemos	21	21	TRUE
acenderes	3	3	TRUE
acenderia	6	6	TRUE
acendermos	11	11	TRUE
acenderse	6	5	FALSE
acenderá	18	18	TRUE
acenderão	11	8	TRUE
acendese	6	6	FALSE
acendesse	12	12	TRUE
acendeu	187	154	TRUE
acendeuse	4	4	FALSE
acendi	64	64	TRUE
acendia	15	13	TRUE
acendiam	12	9	TRUE
acendida	4	4	TRUE
acendido	19	16	TRUE
acendo	65	61	TRUE
acendêla	11	10	FALSE
acendêlo	20	18	FALSE
acendêlos	4	4	FALSE
acene	69	58	TRUE
acenei	26	19	TRUE
acenem	13	12	TRUE
aceno	48	41	TRUE
acenos	27	23	TRUE
acenou	44	41	TRUE
acento	68	51	TRUE
acentos	21	21	TRUE
acentua	9	9	TRUE
acentuada	29	29	TRUE
acentuadamente	3	3	TRUE
acentuadas	11	10	TRUE
acentuado	11	11	TRUE
acentuados	5	5	TRUE
acentuam	3	3	TRUE
acentuar	13	13	TRUE
acepipe	3	3	TRUE
acerca	800	403	TRUE
acercarse	4	4	FALSE
acero	4	4	TRUE
acerta	387	320	TRUE
acertada	50	47	TRUE
acertadamente	5	5	TRUE
acertadas	12	11	TRUE
acertado	351	321	TRUE
acertados	37	36	TRUE
acertalhe	12	9	FALSE
acertalo	7	6	FALSE
acertam	64	64	TRUE
acertamos	198	175	TRUE
acertando	109	105	TRUE
acertar	1742	1364	TRUE
acertara	4	4	TRUE
acertaram	309	245	TRUE
acertaramme	9	8	FALSE
acertaramno	3	3	FALSE
acertarei	39	38	TRUE
acertarem	33	33	TRUE
acertaremos	30	30	TRUE
acertaria	27	27	TRUE
acertariam	3	3	TRUE
acertarlhe	8	8	FALSE
acertarme	4	3	FALSE
acertarmos	31	31	TRUE
acertarse	3	3	FALSE
acertará	35	35	TRUE
acertarão	8	8	TRUE
acertaríamos	4	4	TRUE
acertas	11	10	TRUE
acertasse	29	29	TRUE
acertassem	3	3	TRUE
acertaste	30	27	TRUE
acertastelhe	5	4	FALSE
acertava	37	36	TRUE
acertavam	9	9	TRUE
acerte	424	325	TRUE
acertea	3	3	FALSE
acertei	531	432	TRUE
acerteilhe	11	9	FALSE
acerteio	11	10	FALSE
acertem	76	70	TRUE
acerteme	10	8	FALSE
acertemno	8	4	FALSE
acertemos	5	4	TRUE
acerteo	102	84	FALSE
acerteos	7	6	FALSE
acerto	314	276	TRUE
acertos	54	47	TRUE
acertou	1270	970	TRUE
acertoulhe	10	10	FALSE
acertoume	20	20	FALSE
acertouo	10	9	FALSE
acertáio	5	4	FALSE
acertála	17	17	FALSE
acertálo	93	89	FALSE
acertálos	24	24	FALSE
acertámos	5	5	FALSE
acertãlo	7	6	FALSE
acervo	22	19	TRUE
aces	7	5	FALSE
acesa	336	281	TRUE
acesas	243	216	TRUE
aceso	162	144	TRUE
acesos	43	39	TRUE
acessa	28	27	TRUE
acessada	5	5	TRUE
acessadas	3	3	TRUE
acessado	11	11	TRUE
acessamos	4	4	TRUE
acessando	49	44	TRUE
acessar	208	172	TRUE
acessaram	5	3	TRUE
acessaria	4	4	TRUE
acessas	5	5	TRUE
acesse	36	30	TRUE
acessei	19	17	TRUE
acessibilidade	5	5	TRUE
acessivel	4	4	FALSE
acesso	2017	1238	TRUE
acessor	11	7	FALSE
acessores	10	3	FALSE
acessos	96	85	TRUE
acessou	16	16	TRUE
acessála	6	6	FALSE
acessálo	15	13	FALSE
acessálos	3	3	FALSE
acessãrios	5	4	FALSE
acessãveis	5	3	FALSE
acessíveis	46	42	TRUE
acessível	144	124	TRUE
acessório	69	60	TRUE
acessórios	199	169	TRUE
acetileno	15	13	TRUE
acetinado	3	3	TRUE
acetona	32	19	TRUE
acf	3	3	FALSE
ach	31	20	FALSE
acha	47974	9873	TRUE
achada	112	104	TRUE
achadas	32	30	TRUE
achado	795	653	TRUE
achados	155	131	TRUE
achais	18	12	TRUE
achala	19	16	FALSE
achalo	26	23	FALSE
achalos	8	8	FALSE
acham	4369	3047	TRUE
achame	26	26	FALSE
achamme	7	7	FALSE
achamno	5	5	FALSE
achamos	2550	1904	TRUE
achamse	16	15	FALSE
achamte	3	3	FALSE
achan	4	3	FALSE
achando	1009	876	TRUE
achandoo	3	3	FALSE
achao	9	9	FALSE
achaos	4	4	FALSE
achaques	4	3	TRUE
achar	8955	4897	TRUE
achara	10	9	TRUE
acharam	1424	1150	TRUE
acharamna	5	5	FALSE
acharamno	12	11	FALSE
acharei	232	209	TRUE
achareis	10	8	TRUE
acharem	315	301	TRUE
acharemos	332	300	TRUE
achares	13	10	TRUE
acharia	390	362	TRUE
achariam	73	68	TRUE
acharlhe	5	3	FALSE
acharme	9	9	FALSE
acharmos	289	256	TRUE
acharse	4	4	FALSE
acharte	3	3	FALSE
achará	486	428	TRUE
acharás	4	4	TRUE
acharã	5	5	FALSE
acharão	200	185	TRUE
acharíamos	25	25	TRUE
achas	1892	679	TRUE
achase	38	35	FALSE
achasme	8	8	FALSE
achasse	277	258	TRUE
achassem	53	51	TRUE
achaste	72	62	TRUE
achastes	4	4	TRUE
achata	7	7	TRUE
achatada	27	21	TRUE
achatadas	5	5	TRUE
achatado	33	33	TRUE
achatados	17	11	TRUE
achatar	3	3	TRUE
achataram	4	4	TRUE
achatei	3	3	TRUE
achava	2499	1863	TRUE
achavam	399	352	TRUE
achavamos	17	16	FALSE
achavamse	6	4	FALSE
achavao	5	5	FALSE
achavas	18	18	TRUE
achavase	22	18	FALSE
ache	1428	1192	TRUE
achea	19	18	FALSE
achei	13701	5859	TRUE
acheia	25	23	FALSE
acheias	8	8	FALSE
acheio	44	41	FALSE
acheios	6	6	FALSE
acheite	4	4	FALSE
achel	4	3	FALSE
achem	287	264	TRUE
acheme	9	7	FALSE
achemno	19	15	FALSE
achemnos	3	3	FALSE
achemos	44	44	TRUE
acheo	40	37	FALSE
acheos	18	16	FALSE
acheron	21	3	FALSE
aches	15	15	TRUE
acheson	6	3	FALSE
acheí	6	4	FALSE
achille	13	5	FALSE
achilles	7	5	FALSE
achim	12	3	TRUE
aching	3	3	FALSE
achmed	44	12	FALSE
acho	88272	10673	TRUE
achoa	41	37	TRUE
achoas	5	5	TRUE
achocolatado	34	30	TRUE
achoo	32	31	TRUE
achoos	7	7	FALSE
achoque	6	6	TRUE
achote	14	14	FALSE
achou	5540	3606	TRUE
achoua	8	7	FALSE
achoume	3	3	FALSE
achouo	10	10	FALSE
achtung	7	3	FALSE
achuleta	8	3	FALSE
acháia	9	8	FALSE
acháio	35	30	FALSE
acháios	11	8	FALSE
achála	257	209	FALSE
achálas	37	37	FALSE
achálo	549	458	FALSE
achálos	130	117	FALSE
achámos	15	13	FALSE
achássemos	19	19	TRUE
achávamos	155	140	TRUE
achãlo	5	5	FALSE
aci	3	3	FALSE
acid	36	8	FALSE
acidade	3	3	TRUE
acidentada	18	16	TRUE
acidentadas	4	4	TRUE
acidentado	73	63	TRUE
acidentados	20	11	TRUE
acidentaimente	4	4	FALSE
acidentais	29	25	TRUE
acidental	197	182	TRUE
acidentalmente	363	324	TRUE
acidentamos	4	4	TRUE
acidentar	10	10	TRUE
acidente	6187	3228	TRUE
acidentes	631	476	TRUE
acidentou	29	29	TRUE
acidentouse	3	3	FALSE
acidez	30	27	TRUE
acido	17	15	TRUE
acidose	10	3	TRUE
acima	3975	2711	TRUE
acinte	5	5	TRUE
acinzentada	8	8	TRUE
acinzentado	17	12	TRUE
acinzentados	7	6	TRUE
aciona	26	26	TRUE
acionada	21	21	TRUE
acionadas	5	5	TRUE
acionado	70	66	TRUE
acionador	11	4	TRUE
acionadores	3	3	TRUE
acionados	24	24	TRUE
acionam	5	5	TRUE
acionamento	10	8	TRUE
acionamos	15	15	TRUE
acionando	19	19	TRUE
acionar	126	93	TRUE
acionaram	6	6	TRUE
acionarei	5	5	TRUE
acionaremos	6	6	TRUE
acionarmos	3	3	TRUE
acionará	6	4	TRUE
acione	77	65	TRUE
acionei	10	10	TRUE
acionem	9	9	TRUE
acionista	61	49	TRUE
acionistas	156	105	TRUE
aciono	13	7	TRUE
acionou	45	43	TRUE
acionária	3	3	TRUE
acionário	9	7	TRUE
acirrada	41	36	TRUE
acirrado	3	3	TRUE
acker	4	3	FALSE
ackerman	80	16	FALSE
ackroyd	14	8	FALSE
aclama	7	6	TRUE
aclamada	15	15	TRUE
aclamado	40	39	TRUE
aclamados	9	9	TRUE
aclamam	8	8	TRUE
aclamando	9	9	TRUE
aclamar	9	9	TRUE
aclamaram	4	4	TRUE
aclamarão	3	3	TRUE
aclamavam	5	5	TRUE
aclamação	26	22	TRUE
aclamações	7	5	TRUE
aclamem	5	4	TRUE
aclamálo	5	5	FALSE
aclara	4	4	TRUE
aclarar	16	15	TRUE
aclare	5	4	TRUE
acldente	5	3	FALSE
aclive	5	3	TRUE
aclu	26	14	FALSE
acm	6	6	FALSE
acme	58	12	TRUE
acne	42	33	TRUE
acnes	3	3	TRUE
acobertado	3	3	TRUE
acobertamento	14	11	TRUE
acobertamos	3	3	TRUE
acobertando	22	19	TRUE
acobertar	25	22	TRUE
acobertei	6	6	TRUE
acobertou	10	9	TRUE
acocorar	7	3	TRUE
acode	8	6	TRUE
acolchoada	6	6	TRUE
acolchoadas	6	6	TRUE
acolchoado	17	15	TRUE
acolchoados	3	3	TRUE
acolha	15	15	TRUE
acolham	3	3	TRUE
acolhe	26	25	TRUE
acolhedor	99	94	TRUE
acolhedora	53	51	TRUE
acolhedoras	11	11	TRUE
acolhedores	8	8	TRUE
acolhem	5	5	TRUE
acolhemos	15	14	TRUE
acolhendo	6	6	TRUE
acolheos	4	4	FALSE
acolher	75	70	TRUE
acolheram	28	28	TRUE
acolherei	4	4	TRUE
acolherem	4	4	TRUE
acolheria	6	6	TRUE
acolherá	10	10	TRUE
acolheu	64	63	TRUE
acolheume	6	6	FALSE
acolhi	24	23	TRUE
acolhia	5	5	TRUE
acolhida	57	50	TRUE
acolhido	19	19	TRUE
acolhidos	10	10	TRUE
acolhimento	34	26	TRUE
acolho	5	5	TRUE
acolhêla	6	6	FALSE
acolhêlo	9	9	FALSE
acolhêlos	4	4	FALSE
acolá	56	42	TRUE
acomete	4	4	TRUE
acometida	7	7	TRUE
acometido	10	10	TRUE
acomoda	19	18	TRUE
acomodada	27	23	TRUE
acomodado	44	44	TRUE
acomodados	21	20	TRUE
acomodam	8	7	TRUE
acomodamos	8	8	TRUE
acomodando	15	15	TRUE
acomodar	193	180	TRUE
acomodaram	8	8	TRUE
acomodarem	7	7	TRUE
acomodaria	4	4	TRUE
acomodarmos	4	4	TRUE
acomodarse	7	7	FALSE
acomodarão	3	3	TRUE
acomodação	50	48	TRUE
acomodações	104	94	TRUE
acomode	48	47	TRUE
acomodei	7	7	TRUE
acomodem	13	12	TRUE
acomodemse	26	26	FALSE
acomodeos	5	5	FALSE
acomodese	54	46	FALSE
acomodou	13	13	TRUE
acomodála	3	3	FALSE
acomodálo	17	17	FALSE
acomodálos	6	6	FALSE
acompanha	479	435	TRUE
acompanhada	135	131	TRUE
acompanhadas	22	22	TRUE
acompanhado	304	286	TRUE
acompanhador	4	3	TRUE
acompanhados	57	55	TRUE
acompanhaime	4	3	FALSE
acompanhala	6	6	FALSE
acompanhalo	7	6	FALSE
acompanham	109	105	TRUE
acompanhame	32	30	FALSE
acompanhamento	115	98	TRUE
acompanhamentos	9	9	TRUE
acompanhamno	3	3	FALSE
acompanhamos	32	31	TRUE
acompanhando	221	211	TRUE
acompanhandoa	3	3	FALSE
acompanhanos	8	7	FALSE
acompanhante	278	212	TRUE
acompanhantes	94	83	TRUE
acompanhao	7	7	FALSE
acompanhaos	3	3	FALSE
acompanhar	1534	1302	TRUE
acompanhara	8	5	TRUE
acompanharam	32	30	TRUE
acompanharei	84	81	TRUE
acompanharem	17	16	TRUE
acompanharemos	24	24	TRUE
acompanhares	3	3	TRUE
acompanharia	24	24	TRUE
acompanhariam	4	4	TRUE
acompanharme	47	47	FALSE
acompanharmos	4	4	TRUE
acompanharnos	16	16	FALSE
acompanharte	9	9	FALSE
acompanharvos	3	3	FALSE
acompanhará	115	110	TRUE
acompanharão	25	25	TRUE
acompanhas	3	3	TRUE
acompanhasme	4	4	FALSE
acompanhasse	70	70	TRUE
acompanhassem	7	7	TRUE
acompanhava	51	50	TRUE
acompanhavam	13	12	TRUE
acompanhe	679	596	TRUE
acompanhea	23	22	FALSE
acompanhei	75	72	TRUE
acompanheia	5	5	FALSE
acompanheio	3	3	FALSE
acompanhem	99	97	TRUE
acompanheme	128	119	FALSE
acompanhemme	36	31	FALSE
acompanhemna	3	3	FALSE
acompanhemno	5	5	FALSE
acompanhemnos	7	7	FALSE
acompanhemos	7	7	TRUE
acompanhenos	27	27	FALSE
acompanheo	23	23	FALSE
acompanheos	9	9	FALSE
acompanhes	3	3	TRUE
acompanho	359	320	TRUE
acompanhoa	9	9	FALSE
acompanholhe	3	3	FALSE
acompanhoo	9	8	FALSE
acompanhote	12	12	FALSE
acompanhou	143	137	TRUE
acompanháia	3	3	FALSE
acompanháio	10	10	FALSE
acompanháios	3	3	FALSE
acompanhála	221	199	FALSE
acompanhálas	10	10	FALSE
acompanhálo	252	233	FALSE
acompanhálos	76	73	FALSE
acompanhávamos	3	3	TRUE
acompanhãla	3	3	FALSE
acompanhãlo	8	8	FALSE
acon	6	6	FALSE
aconchega	5	5	TRUE
aconchegada	4	4	TRUE
aconchegado	5	5	TRUE
aconchegados	8	7	TRUE
aconchegam	5	5	TRUE
aconchegando	3	3	TRUE
aconchegante	182	166	TRUE
aconchegantes	4	4	TRUE
aconchegar	21	21	TRUE
aconchego	17	14	TRUE
aconchegue	6	6	TRUE
aconcheguese	3	3	FALSE
aconchegálo	3	3	FALSE
acondicionado	10	8	TRUE
acondicionados	5	4	TRUE
acondicionamento	15	6	TRUE
acondicionar	4	3	TRUE
aconseiho	7	6	FALSE
aconseihávei	3	3	FALSE
aconselha	86	83	TRUE
aconselhada	10	10	TRUE
aconselhadas	4	4	TRUE
aconselhado	34	33	TRUE
aconselhador	3	3	TRUE
aconselhados	12	12	TRUE
aconselham	16	16	TRUE
aconselhamento	90	77	TRUE
aconselhamos	21	21	TRUE
aconselhando	31	29	TRUE
aconselhar	128	121	TRUE
aconselharam	22	22	TRUE
aconselharamme	3	3	FALSE
aconselharem	4	4	TRUE
aconselharia	64	64	TRUE
aconselharme	5	5	FALSE
aconselharnos	4	4	FALSE
aconselharse	5	5	FALSE
aconselhará	3	3	TRUE
aconselhas	4	4	TRUE
aconselhase	4	4	FALSE
aconselhasse	3	3	TRUE
aconselhava	13	13	TRUE
aconselhavam	4	4	TRUE
aconselhavel	3	3	FALSE
aconselhe	23	23	TRUE
aconselhei	32	32	TRUE
aconselheia	3	3	FALSE
aconselheio	5	5	FALSE
aconselheme	4	4	FALSE
aconselho	316	292	TRUE
aconselhoa	7	7	FALSE
aconselhoo	45	40	FALSE
aconselhoos	7	6	FALSE
aconselhote	7	7	FALSE
aconselhou	99	93	TRUE
aconselhoume	12	12	FALSE
aconselhouo	3	3	FALSE
aconselhovos	3	3	FALSE
aconselhála	11	11	FALSE
aconselhálo	34	34	FALSE
aconselhável	73	69	TRUE
acont	4	4	FALSE
aconte	5	5	FALSE
aconteca	16	15	FALSE
acontece	10087	5481	TRUE
acontecedo	4	4	FALSE
acontecem	1298	1083	TRUE
aconteceme	7	7	FALSE
acontecendo	14977	6141	TRUE
acontecer	11634	6058	TRUE
acontecera	65	64	TRUE
aconteceram	554	496	TRUE
acontecerem	111	101	TRUE
aconteceria	953	833	TRUE
aconteceriam	22	20	TRUE
acontecerlhe	8	8	FALSE
acontecerlhes	5	4	FALSE
acontecerme	9	9	FALSE
acontecerte	3	3	FALSE
acontecerá	1785	1393	TRUE
acontecerã	34	29	FALSE
acontecerão	51	48	TRUE
acontecese	5	5	FALSE
acontecesse	692	633	TRUE
acontecessem	17	17	TRUE
aconteceu	32406	9321	TRUE
aconteceulhe	10	10	FALSE
aconteceume	12	12	FALSE
aconteceute	4	4	FALSE
acontecia	424	361	TRUE
aconteciam	74	72	TRUE
acontecido	2290	1878	TRUE
acontecimento	334	286	TRUE
acontecimentos	461	377	TRUE
acontencendo	18	18	FALSE
acontendo	12	12	FALSE
aconteãa	55	46	FALSE
aconteça	2174	1787	TRUE
aconteçam	81	73	TRUE
aconteçe	4	3	FALSE
aconteçer	12	9	FALSE
aconteçeu	7	6	FALSE
acopla	3	3	TRUE
acoplada	7	6	TRUE
acoplado	17	14	TRUE
acoplador	7	6	TRUE
acoplados	11	8	TRUE
acoplagem	22	11	TRUE
acoplamento	38	17	TRUE
acoplando	4	4	TRUE
acoplar	28	19	TRUE
acoplou	5	5	TRUE
acorda	1738	1191	TRUE
acordada	952	742	TRUE
acordadas	39	38	TRUE
acordado	1769	1415	TRUE
acordados	244	221	TRUE
acordala	6	6	FALSE
acordalo	6	5	FALSE
acordalos	3	3	FALSE
acordam	95	87	TRUE
acordame	11	10	FALSE
acordamos	178	166	TRUE
acordando	216	188	TRUE
acordar	2928	2178	TRUE
acordaram	125	116	TRUE
acordaramme	4	4	FALSE
acordarei	47	45	TRUE
acordarem	76	71	TRUE
acordaremos	13	13	TRUE
acordares	14	13	TRUE
acordaria	41	38	TRUE
acordariam	3	3	TRUE
acordarme	7	7	FALSE
acordarmos	32	31	TRUE
acordarte	12	11	FALSE
acordará	92	84	TRUE
acordarás	3	3	TRUE
acordarão	19	18	TRUE
acordas	22	20	TRUE
acordase	3	3	FALSE
acordasse	65	63	TRUE
acordassem	10	10	TRUE
acordaste	21	18	TRUE
acordava	128	119	TRUE
acordavam	9	9	TRUE
acorde	3020	1790	TRUE
acordea	18	17	FALSE
acordei	1166	980	TRUE
acordeite	6	5	FALSE
acordem	407	288	TRUE
acordeme	55	40	FALSE
acordemme	7	6	FALSE
acordemos	7	7	TRUE
acordeo	41	41	FALSE
acordeom	26	8	TRUE
acordeon	25	13	TRUE
acordeonista	14	10	TRUE
